,ST_CASE,HARM_EV_2015
26148,470113,Motor Vehicle In-Transport
26149,470114,Motor Vehicle In-Transport
26150,470115,Culvert
26151,470116,Pedestrian
26152,470117,Motor Vehicle In-Transport
26153,470118,Embankment
26154,470119,Motor Vehicle In-Transport
26155,470120,Rollover/Overturn
26156,470121,Guardrail Face
26157,470122,Motor Vehicle In-Transport
26158,470123,Motor Vehicle In-Transport
26159,470125,Pedalcyclist
26160,470126,Tree (Standing Only)
26161,470127,Motor Vehicle In-Transport
26162,470128,Cable Barrier
26163,470129,Ditch
26164,470130,Motor Vehicle In-Transport
26165,470131,Motor Vehicle In-Transport
26166,470132,Traffic Sign Support
26167,470133,Tree (Standing Only)
26168,470134,Motor Vehicle In-Transport
26169,470135,Tree (Standing Only)
26170,470136,Ditch
26171,470137,Pedestrian
26172,470139,Tree (Standing Only)
26173,470140,Rollover/Overturn
26174,470141,Mail Box
26175,470142,Motor Vehicle In-Transport
26176,470143,Embankment
26177,470144,Ditch
26178,470145,Tree (Standing Only)
26179,470146,Wall
26180,470147,Motor Vehicle In-Transport
26181,470148,Utility Pole/Light Support
26182,470149,Motor Vehicle In-Transport
26183,470150,Embankment
26184,470151,Motor Vehicle In-Transport
26185,470152,"Other Post, Other Pole, or Other Supports"
26186,470153,Tree (Standing Only)
26187,470154,Non-Motorist on Personal Conveyance
26188,470155,Tree (Standing Only)
26189,470156,Motor Vehicle In-Transport
26190,470157,Motor Vehicle In-Transport
26191,470158,Rollover/Overturn
26192,470159,Motor Vehicle In-Transport
26193,470160,Tree (Standing Only)
26194,470161,Culvert
26195,470162,Tree (Standing Only)
26196,470163,Pedestrian
26197,470164,"Other Post, Other Pole, or Other Supports"
26198,470165,Tree (Standing Only)
26199,470166,Mail Box
26200,470167,Motor Vehicle In-Transport
26201,470169,Motor Vehicle In-Transport
26202,470170,Motor Vehicle In-Transport
26203,470171,Motor Vehicle In-Transport
26204,470172,Motor Vehicle In-Transport
26205,470173,Pedestrian
26206,470174,Bridge Pier or Support
26207,470175,Motor Vehicle In-Transport
26208,470176,Curb
26209,470177,Motor Vehicle In-Transport
26210,470178,Wall
26211,470179,Tree (Standing Only)
26212,470180,Live Animal
26213,470181,Curb
26214,470182,Mail Box
26215,470183,Motor Vehicle In-Transport
26216,470184,Motor Vehicle In-Transport
26217,470185,Motor Vehicle In-Transport
26218,470186,Embankment
26219,470187,Fence
26220,470188,Tree (Standing Only)
26221,470189,Embankment
26222,470190,Motor Vehicle In-Transport
26223,470191,Non-Motorist on Personal Conveyance
26224,470192,Motor Vehicle In-Transport
26225,470193,Tree (Standing Only)
26226,470194,Tree (Standing Only)
26227,470195,Motor Vehicle In-Transport
26228,470196,Rollover/Overturn
26229,470197,Motor Vehicle In-Transport
26230,470198,Bridge Rail (Includes Parapet)
26231,470200,Motor Vehicle In-Transport
26232,470201,Ditch
26233,470202,Motor Vehicle In-Transport
26234,470203,Motor Vehicle In-Transport
26235,470204,Tree (Standing Only)
26236,470205,Culvert
26237,470206,Motor Vehicle In-Transport
26238,470207,Motor Vehicle In-Transport
26239,470208,Motor Vehicle In-Transport
26240,470209,Fence
26241,470210,Tree (Standing Only)
26242,470211,Motor Vehicle In-Transport
26243,470212,Motor Vehicle In-Transport
26244,470213,Motor Vehicle In-Transport
26245,470214,Mail Box
26246,470215,Pedestrian
26247,470216,Motor Vehicle In-Transport
26248,470217,Motor Vehicle In-Transport
26249,470218,Culvert
26250,470219,Pedalcyclist
26251,470220,Tree (Standing Only)
26252,470221,Curb
26253,470222,Embankment
26254,470223,Tree (Standing Only)
26255,470224,Motor Vehicle In-Transport
26256,470225,Tree (Standing Only)
26257,470226,Motor Vehicle In-Transport
26258,470227,Motor Vehicle In-Transport
26259,470228,Motor Vehicle In-Transport
26260,470229,Pedestrian
26261,470230,Rollover/Overturn
26262,470231,Motor Vehicle In-Transport
26263,470232,Motor Vehicle In-Transport
26264,470233,Motor Vehicle In-Transport
26265,470234,Motor Vehicle In-Transport
26266,470235,Motor Vehicle In-Transport
26267,470236,Motor Vehicle In-Transport
26268,470237,Culvert
26269,470238,Motor Vehicle In-Transport
26270,470239,Pedestrian
26271,470240,Ditch
26272,470241,Motor Vehicle In-Transport
26273,470242,Motor Vehicle In-Transport
26274,470243,Motor Vehicle In-Transport
26275,470244,Motor Vehicle In-Transport
26276,470245,Motor Vehicle In-Transport
26277,470246,Motor Vehicle In-Transport
26278,470247,Rollover/Overturn
26279,470248,Motor Vehicle In-Transport
26280,470249,Motor Vehicle In-Transport
26281,470250,Curb
26282,470251,Thrown or Falling Object
26283,470252,Motor Vehicle In-Transport
26284,470253,Rollover/Overturn
26285,470254,Pedestrian
26286,470255,Motor Vehicle In-Transport
26287,470256,Pedalcyclist
26288,470257,Motor Vehicle In-Transport
26289,470258,Tree (Standing Only)
26290,470259,Motor Vehicle In-Transport
26291,470260,Motor Vehicle In-Transport
26292,470261,Cable Barrier
26293,470262,Guardrail Face
26294,470263,Motor Vehicle In-Transport
26295,470264,Motor Vehicle In-Transport
26296,470265,Motor Vehicle In-Transport
26297,470266,Pedestrian
26298,470267,Cable Barrier
26299,470268,Pedestrian
26300,470269,Rollover/Overturn
26301,470270,Fence
26302,470271,Motor Vehicle In-Transport
26303,470272,Motor Vehicle In-Transport
26304,470273,Motor Vehicle In-Transport
26305,470274,Ditch
26306,470276,Motor Vehicle In-Transport
26307,470278,Embankment
26308,470279,Rollover/Overturn
26309,470280,Parked Motor Vehicle
26310,470281,Other Object (Not Fixed)
26311,470282,Motor Vehicle In-Transport
26312,470283,Motor Vehicle In-Transport
26313,470284,Pedestrian
26314,470285,Motor Vehicle In-Transport
26315,470286,Pedestrian
26316,470287,Tree (Standing Only)
26317,470288,Rollover/Overturn
26318,470289,Motor Vehicle In-Transport
26319,470290,Culvert
26320,470291,Motor Vehicle In-Transport
26321,470293,Motor Vehicle In-Transport
26322,470294,Motor Vehicle In-Transport
26323,470295,Motor Vehicle In-Transport
26324,470296,Parked Motor Vehicle
26325,470297,Motor Vehicle In-Transport
26326,470298,Motor Vehicle In-Transport
26327,470299,Rollover/Overturn
26328,470300,Mail Box
26329,470301,Motor Vehicle In-Transport
26330,470302,Embankment
26331,470303,Mail Box
26332,470304,Rollover/Overturn
26333,470305,Tree (Standing Only)
26334,470306,Guardrail Face
26335,470307,Motor Vehicle In-Transport
26336,470308,Motor Vehicle In-Transport
26337,470309,Mail Box
26338,470310,Embankment
26339,470311,Embankment
26340,470312,Tree (Standing Only)
26341,470313,Culvert
26342,470314,Tree (Standing Only)
26343,470315,Curb
26344,470316,Motor Vehicle In-Transport
26345,470317,Tree (Standing Only)
26346,470318,Motor Vehicle In-Transport
26347,470319,Motor Vehicle In-Transport
26348,470320,Parked Motor Vehicle
26349,470321,Motor Vehicle In-Transport
26350,470322,Motor Vehicle In-Transport
26351,470323,Pedalcyclist
26352,470324,Tree (Standing Only)
26353,470325,Culvert
26354,470326,Guardrail Face
26355,470327,Motor Vehicle In-Transport
26356,470328,Bridge Rail (Includes Parapet)
26357,470329,Embankment
26358,470330,Fence
26359,470331,Ditch
26360,470332,Guardrail Face
26361,470333,Motor Vehicle In-Transport
26362,470334,Other Fixed Object
26363,470335,Pedestrian
26364,470336,Motor Vehicle In-Transport
26365,470337,Rollover/Overturn
26366,470338,Boulder
26367,470339,Pedestrian
26368,470340,Pedestrian
26369,470341,Embankment
26370,470342,Guardrail Face
26371,470343,Motor Vehicle In-Transport
26372,470344,Motor Vehicle In-Transport
26373,470345,Motor Vehicle In-Transport
26374,470346,Utility Pole/Light Support
26375,470347,Fire Hydrant
26376,470348,Bridge Pier or Support
26377,470349,Motor Vehicle In-Transport
26378,470350,Motor Vehicle In-Transport
26379,470351,Embankment
26380,470352,Motor Vehicle In-Transport
26381,470353,Tree (Standing Only)
26382,470354,Motor Vehicle In-Transport
26383,470355,Embankment
26384,470356,Motor Vehicle In-Transport
26385,470357,Pedestrian
26386,470358,Bridge Rail (Includes Parapet)
26387,470359,Guardrail Face
26388,470360,Guardrail Face
26389,470361,Tree (Standing Only)
26390,470362,Rollover/Overturn
26391,470363,Curb
26392,470364,Motor Vehicle In-Transport
26393,470365,Fell/Jumped from Vehicle
26394,470366,Pedestrian
26395,470368,Curb
26396,470369,Rollover/Overturn
26397,470370,Embankment
26398,470371,Pedestrian
26399,470372,Tree (Standing Only)
26400,470373,Motor Vehicle In-Transport
26401,470374,Motor Vehicle In-Transport
26402,470375,Pedestrian
26403,470376,Motor Vehicle In-Transport
26404,470377,Motor Vehicle In-Transport
26405,470378,Motor Vehicle In-Transport
26406,470379,Motor Vehicle In-Transport
26407,470380,Guardrail End
26408,470382,Embankment
26409,470383,Motor Vehicle In-Transport
26410,470384,Rollover/Overturn
26411,470385,Motor Vehicle In-Transport
26412,470386,Tree (Standing Only)
26413,470387,Motor Vehicle In-Transport
26414,470388,Motor Vehicle In-Transport
26415,470389,Motor Vehicle In-Transport
26416,470390,Rollover/Overturn
26417,470391,Motor Vehicle In-Transport
26418,470392,Utility Pole/Light Support
26419,470393,Motor Vehicle In-Transport
26420,470394,Embankment
26421,470395,Motor Vehicle In-Transport
26422,470396,Guardrail Face
26423,470397,Rollover/Overturn
26424,470398,Fell/Jumped from Vehicle
26425,470399,"Other Post, Other Pole, or Other Supports"
26426,470400,Ditch
26427,470401,Rollover/Overturn
26428,470402,Rollover/Overturn
26429,470403,Fell/Jumped from Vehicle
26430,470404,Rollover/Overturn
26431,470405,Guardrail Face
26432,470406,Rollover/Overturn
26433,470407,Culvert
26434,470408,Ditch
26435,470409,Motor Vehicle In-Transport
26436,470410,Rollover/Overturn
26437,470411,Motor Vehicle In-Transport
26438,470412,Tree (Standing Only)
26439,470413,Embankment
26440,470414,Motor Vehicle In-Transport
26441,470415,Motor Vehicle In-Transport
26442,470416,Culvert
26443,470417,Tree (Standing Only)
26444,470418,Rollover/Overturn
26445,470421,Pedestrian
26446,470422,Motor Vehicle In-Transport
26447,470423,Mail Box
26448,470424,Rollover/Overturn
26449,470425,Motor Vehicle In-Transport
26450,470426,Motor Vehicle In-Transport
26451,470427,Embankment
26452,470428,Tree (Standing Only)
26453,470429,Utility Pole/Light Support
26454,470430,Curb
26455,470431,Motor Vehicle In-Transport
26456,470432,Motor Vehicle In-Transport
26457,470433,Motor Vehicle In-Transport
26458,470434,Pedestrian
26459,470435,Motor Vehicle In-Transport
26460,470437,Motor Vehicle In-Transport
26461,470438,Curb
26462,470439,Motor Vehicle In-Transport
26463,470440,Tree (Standing Only)
26464,470441,Pedestrian
26465,470442,Motor Vehicle In-Transport
26466,470443,Motor Vehicle In-Transport
26467,470445,Ditch
26468,470447,Tree (Standing Only)
26469,470448,Motor Vehicle In-Transport
26470,470450,Motor Vehicle In-Transport
26471,470451,Tree (Standing Only)
26472,470453,Rollover/Overturn
26473,470454,Ditch
26474,470455,Motor Vehicle In-Transport
26475,470456,Pedestrian
26476,470457,Motor Vehicle In-Transport
26477,470458,Embankment
26478,470459,Ditch
26479,470461,Pedestrian
26480,470462,Tree (Standing Only)
26481,470463,Motor Vehicle In-Transport
26482,470464,Rollover/Overturn
26483,470465,Tree (Standing Only)
26484,470466,Concrete Traffic Barrier
26485,470467,Pedestrian
26486,470468,Motor Vehicle In-Transport
26487,470469,Motor Vehicle In-Transport
26488,470470,Curb
26489,470471,Other Object (Not Fixed)
26490,470472,Curb
26491,470473,Motor Vehicle In-Transport
26492,470474,Motor Vehicle In-Transport
26493,470475,Pedestrian
26494,470476,Motor Vehicle In-Transport
26495,470477,Motor Vehicle In-Transport
26496,470478,Motor Vehicle In-Transport
26497,470479,Tree (Standing Only)
26498,470480,Motor Vehicle In-Transport
26499,470481,Curb
26500,470482,Utility Pole/Light Support
26501,470483,Embankment
26502,470484,Guardrail Face
26503,470485,Motor Vehicle In-Transport
26504,470486,Building
26505,470487,Tree (Standing Only)
26506,470488,Motor Vehicle In-Transport
26507,470489,Guardrail End
26508,470490,Embankment
26509,470491,Rollover/Overturn
26510,470492,Guardrail End
26511,470493,Fence
26512,470494,Motor Vehicle In-Transport
26513,470495,Ditch
26514,470496,Motor Vehicle In-Transport
26515,470497,Pedestrian
26516,470498,Culvert
26517,470499,Motor Vehicle In-Transport
26518,470500,Motor Vehicle In-Transport
26519,470501,Motor Vehicle In-Transport
26520,470502,Shrubbery
26521,470503,Culvert
26522,470504,Culvert
26523,470505,Tree (Standing Only)
26524,470506,Motor Vehicle In-Transport
26525,470507,Motor Vehicle In-Transport
26526,470508,Tree (Standing Only)
26527,470509,Shrubbery
26528,470510,Motor Vehicle In-Transport
26529,470511,Motor Vehicle In-Transport
26530,470512,Ditch
26531,470513,Live Animal
26532,470514,Motor Vehicle In-Transport
26533,470515,Rollover/Overturn
26534,470516,Fell/Jumped from Vehicle
26535,470517,Motor Vehicle In-Transport
26536,470518,Tree (Standing Only)
26537,470519,Motor Vehicle In-Transport
26538,470520,Culvert
26539,470521,Motor Vehicle In-Transport
26540,470522,Pedestrian
26541,470524,Utility Pole/Light Support
26542,470525,Motor Vehicle In-Transport
26543,470526,Rollover/Overturn
26544,470527,Motor Vehicle In-Transport
26545,470528,Pedestrian
26546,470529,Motor Vehicle In-Transport
26547,470530,Motor Vehicle In-Transport
26548,470531,Pedestrian
26549,470532,Tree (Standing Only)
26550,470533,Fell/Jumped from Vehicle
26551,470534,Motor Vehicle In-Transport
26552,470535,Bridge Rail (Includes Parapet)
26553,470536,Rollover/Overturn
26554,470537,Motor Vehicle In-Transport
26555,470538,Motor Vehicle In-Transport
26556,470539,Tree (Standing Only)
26557,470540,Guardrail End
26558,470541,Embankment
26559,470542,Culvert
26560,470543,Guardrail Face
26561,470544,Tree (Standing Only)
26562,470545,Motor Vehicle In-Transport
26563,470546,Guardrail Face
26564,470547,Fence
26565,470548,Pedestrian
26566,470549,Motor Vehicle In-Transport
26567,470550,Motor Vehicle In-Transport
26568,470551,Fence
26569,470552,Motor Vehicle In-Transport
26570,470553,Utility Pole/Light Support
26571,470554,Rollover/Overturn
26572,470555,Pedestrian
26573,470556,Motor Vehicle In-Transport
26574,470557,Motor Vehicle In-Transport
26575,470558,Rollover/Overturn
26576,470559,Culvert
26577,470561,Rollover/Overturn
26578,470562,Rollover/Overturn
26579,470563,Motor Vehicle In-Transport
26580,470564,Rollover/Overturn
26581,470565,Impact Attenuator/Crash Cushion
26582,470566,Tree (Standing Only)
26583,470567,Rollover/Overturn
26584,470568,Motor Vehicle In-Transport
26585,470569,Other Fixed Object
26586,470570,Curb
26587,470571,Tree (Standing Only)
26588,470572,Motor Vehicle In-Transport
26589,470573,Fell/Jumped from Vehicle
26590,470574,Other Object (Not Fixed)
26591,470575,Motor Vehicle In-Transport
26592,470576,Motor Vehicle In-Transport
26593,470577,Tree (Standing Only)
26594,470578,Pedestrian
26595,470579,Motor Vehicle In-Transport
26596,470580,Guardrail Face
26597,470581,Concrete Traffic Barrier
26598,470582,Tree (Standing Only)
26599,470583,Rollover/Overturn
26600,470584,Ditch
26601,470585,Pedestrian
26602,470586,Fence
26603,470587,Motor Vehicle In-Transport
26604,470588,Embankment
26605,470589,Utility Pole/Light Support
26606,470590,Rollover/Overturn
26607,470591,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)"
26608,470592,Culvert
26609,470593,Tree (Standing Only)
26610,470594,Motor Vehicle In-Transport
26611,470595,Motor Vehicle In-Transport
26612,470596,Utility Pole/Light Support
26613,470597,Motor Vehicle In-Transport
26614,470598,Pedalcyclist
26615,470599,Embankment
26616,470600,Tree (Standing Only)
26617,470601,Pedestrian
26618,470602,Culvert
26619,470603,Motor Vehicle In-Transport
26620,470604,Rollover/Overturn
26621,470605,Motor Vehicle In-Transport
26622,470606,Fence
26623,470607,Mail Box
26624,470608,Motor Vehicle In-Transport
26625,470609,Non-Motorist on Personal Conveyance
26626,470610,Pedestrian
26627,470611,Motor Vehicle In-Transport
26628,470612,Pedestrian
26629,470613,Pedestrian
26630,470614,Utility Pole/Light Support
26631,470615,Fell/Jumped from Vehicle
26632,470616,Motor Vehicle In-Transport
26633,470617,Utility Pole/Light Support
26634,470618,Fence
26635,470619,Guardrail End
26636,470620,Pedestrian
26637,470621,Mail Box
26638,470622,Utility Pole/Light Support
26639,470623,Motor Vehicle In-Transport
26640,470624,Pedestrian
26641,470625,Fence
26642,470626,Embankment
26643,470627,Motor Vehicle In-Transport
26644,470628,Guardrail End
26645,470629,Motor Vehicle In-Transport
26646,470630,Motor Vehicle In-Transport
26647,470631,Motor Vehicle In-Transport
26648,470632,Motor Vehicle In-Transport
26649,470633,Rollover/Overturn
26650,470634,Guardrail Face
26651,470635,Motor Vehicle In-Transport
26652,470637,Motor Vehicle In-Transport
26653,470638,Motor Vehicle In-Transport
26654,470639,Motor Vehicle In-Transport
26655,470640,Rollover/Overturn
26656,470641,Rollover/Overturn
26657,470642,Fence
26658,470643,Motor Vehicle In-Transport
26659,470644,Embankment
26660,470645,Motor Vehicle In-Transport
26661,470646,Pedestrian
26662,470647,Tree (Standing Only)
26663,470648,Curb
26664,470650,Tree (Standing Only)
26665,470651,Motor Vehicle In-Transport
26666,470652,Motor Vehicle In-Transport
26667,470653,Motor Vehicle In-Transport
26668,470654,Tree (Standing Only)
26669,470655,Ditch
26670,470656,Utility Pole/Light Support
26671,470658,Motor Vehicle In-Transport
26672,470660,Motor Vehicle In-Transport
26673,470661,Pedestrian
26674,470662,Pedestrian
26675,470663,Motor Vehicle In-Transport
26676,470664,Motor Vehicle In-Transport
26677,470665,Pedalcyclist
